"","Day","moduleColor","ontology","GO_term","GO_ID","Transcript_ID","Protein_name"
"476","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111103513"," cyclic AMP-responsive element-binding protein 3-like protein 1"
"478","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111128897"," cyclic AMP-responsive element-binding protein 3-like protein 3"
"480","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111129050"," cyclic AMP-responsive element-binding protein 3-like protein 3-B"
"482","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111134471"," cyclin-L1-like"
"483","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111118801"," cyclin-T2-like"
"484","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111123773"," cystathionine beta-synthase-like"
"485","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111118381"," deoxyhypusine hydroxylase-like"
"486","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111115195"," dephospho-CoA kinase domain-containing protein-like"
"487","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111121080"," doublesex and mab-3 related transcription factor 3, truncated-like"
"488","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111122427"," doublesex- and mab-3-related transcription factor A2-like"
"489","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111129994"," dual oxidase 2-like"
"491","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111128315"," dual oxidase 2-like"
"492","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111129986"," dual oxidase 2-like"
"496","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111118485"," ecdysone-induced protein 75B-like"
"497","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111123662"," enhancer of polycomb homolog 1-like"
"498","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111121836"," eomesodermin-like"
"499","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111126451"," fatty acid hydroxylase domain-containing protein 2-like"
"501","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111123976"," folylpolyglutamate synthase, mitochondrial-like"
"504","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111138518"," forkhead box C1-A-like"
"505","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111131040"," forkhead box protein B1-like"
"506","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111119873"," forkhead box protein D3-like"
"507","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111132186"," forkhead box protein F1-like"
"508","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111131351"," forkhead box protein G1-like"
"509","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111121973"," forkhead box protein J1-B-like"
"510","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111119855"," forkhead box protein K1-like"
"511","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111129212"," forkhead box protein N3-like"
"514","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111100287"," forkhead box protein O-like"
"515","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111100101"," forkhead box protein O-like"
"516","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111105773"," forkhead box protein P1-like"
"517","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111131303"," fos-related antigen 2-like"
"518","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111130977"," fructose-1,6-bisphosphatase isozyme 2-like"
"519","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111135106"," fructose-bisphosphate aldolase-like"
"521","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111134347"," galactoside 2-alpha-L-fucosyltransferase 2-like"
"524","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111132349"," galactoside 3(4)-L-fucosyltransferase-like"
"526","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111127086"," glucocorticoid modulatory element-binding protein 2-like"
"527","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111126809"," glutamine synthetase 2 cytoplasmic-like"
"532","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111135378"," glutenin, high molecular weight subunit DX5-like"
"534","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111132366"," glycoprotein 3-alpha-L-fucosyltransferase A-like"
"536","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111120821"," glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like"
"537","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111133468"," guanylate cyclase 2G-like"
"540","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111124375"," guanylate cyclase soluble subunit alpha-2-like"
"541","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111127151"," guanylate cyclase soluble subunit beta-1-like"
"542","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111135254"," heat shock factor protein-like"
"543","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111120123"," helicase with zinc finger domain 2-like"
"544","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111135795"," helicase with zinc finger domain 2-like"
"546","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111121546"," helicase with zinc finger domain 2-like"
"547","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111136606"," hematopoietically-expressed homeobox protein HHEX homolog"
"548","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111107857"," hepatic leukemia factor-like"
"550","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111110128"," hepatic leukemia factor-like"
"551","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111138458"," hepatic leukemia factor-like"
"552","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111137553"," hepatocyte nuclear factor 4-gamma-like"
"557","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111100475"," hexokinase-2-like"
"558","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111135700"," hexokinase-2-like"
"563","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111107548"," high mobility group protein HMGI-C-like"
"565","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111110601"," histone acetyltransferase KAT2B-like"
"566","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111118300"," histone acetyltransferase KAT6B-like"
"567","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111122025"," homeobox even-skipped homolog protein 1-like"
"568","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111128234"," homeobox protein ARX-like"
"569","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111122910"," homeobox protein CDX-1-like"
"570","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111120900"," homeobox protein DBX1-A-like"
"571","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111137847"," homeobox protein HMX1-like"
"572","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111101203"," homeobox protein HMX3-B-like"
"573","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111103171"," homeobox protein Hox-A1-like"
"574","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111101640"," homeobox protein Hox-B2a-like"
"575","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111103230"," homeobox protein Hox-B3a-like"
"576","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111115406"," homeobox protein Hox-B6a-like"
"577","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111135933"," homeobox protein Hox-B7-like"
"578","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111114430"," homeobox protein Hox-B7-like"
"579","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111134762"," homeobox protein MSX-3-like"
"580","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111130545"," homeobox protein Meis1-like"
"583","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111127759"," homeobox protein Nkx-2.2a-like"
"584","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111101514"," homeobox protein Nkx-6.2-like"
"585","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111126197"," homeobox protein PKNOX2-like"
"588","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111137141"," homeobox protein cut-like 1"
"591","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111131628"," homeobox protein goosecoid-like"
"592","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111101275"," homeobox protein not2-like"
"593","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111128600"," homeobox protein otx5-B-like"
"596","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111136959"," homeobox protein slou-like"
"597","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111129189"," hypoxia-inducible factor 1-alpha-like"
"601","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111120505"," inositol polyphosphate multikinase-like"
"602","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111129055"," inositol-trisphosphate 3-kinase B-like"
"611","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111125100"," inositol-trisphosphate 3-kinase homolog"
"612","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111130009"," insulin gene enhancer protein isl-1-like"
"615","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111118091"," interferon regulatory factor 1-like"
"616","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111136943"," interferon regulatory factor 8-like"
"617","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111132047"," iroquois-class homeodomain protein IRX-6-like"
"618","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111127563"," lathosterol oxidase-like"
"619","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111117921"," lethal(3)malignant brain tumor-like protein 3"
"622","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111126518"," low-density lipoprotein receptor-related protein 4-like"
"624","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111134814"," max dimerization protein 1-like"
"625","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111135165"," mediator of RNA polymerase II transcription subunit 15-like"
"626","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111125368"," mediator of RNA polymerase II transcription subunit 22-like"
"627","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111100610"," mediator of RNA polymerase II transcription subunit 4-like"
"628","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111128102"," mediator of RNA polymerase II transcription subunit 6-like"
"630","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111123965"," mediator of RNA polymerase II transcription subunit 7-like"
"633","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111120501"," mesoderm induction early response protein 1-like"
"634","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111119953"," mesoderm induction early response protein 1-like"
"636","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111133439"," metallophosphoesterase 1-like"
"637","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111121143"," methylthioribose kinase-like"
"638","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111107401"," microphthalmia-associated transcription factor-like"
"640","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111107924"," microphthalmia-associated transcription factor-like"
"643","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111112940"," mothers against decapentaplegic homolog 3-like"
"646","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111125017"," mothers against decapentaplegic homolog 5-like"
"647","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111125267"," motor neuron and pancreas homeobox protein 1-like"
"648","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111118239"," myelin regulatory factor-like"
"658","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111119585"," myelin transcription factor 1-like"
"665","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111137756"," negative elongation factor A-like"
"666","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111127060"," negative elongation factor B-like"
"667","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111125986"," negative elongation factor E-like"
"668","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111111281"," neurogenic differentiation factor 1-like"
"670","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111134508"," nitric oxide synthase, brain-like"
"679","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111118959"," nuclear factor 1 X-type-like"
"680","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111121590"," nuclear factor NF-kappa-B p105 subunit-like"
"682","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111130344"," nuclear factor erythroid 2-related factor 2-like"
"684","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111120078"," nuclear factor interleukin-3-regulated protein-like"
"685","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111135975"," nuclear factor of activated T-cells 5-like"
"687","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111134737"," nuclear hormone receptor HR96-like"
"688","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111133851"," nuclear hormone receptor HR96-like"
"695","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111135284"," nuclear hormone receptor HR96-like"
"710","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111135015"," nuclear receptor coactivator 2-like"
"718","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111118090"," nuclear receptor coactivator 4-like"
"719","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111135365"," nuclear receptor subfamily 0 group B member 1-like"
"720","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111124637"," nuclear receptor subfamily 1 group I member 2-like"
"725","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111104167"," origin recognition complex subunit 3-like"
"726","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111106589"," origin recognition complex subunit 5-like"
"729","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111107409"," orphan steroid hormone receptor 2-like"
"734","Day0","blue","BP","biosynthetic process","GO:0009058","LOC111118493"," paired box protein Pax-2-B-like"
