,Day,moduleColor,ontology,GO_term,GO_ID,Transcript_ID,Protein_name
475,Day1,black,MF,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",GO:0016810,LOC111130969," arginase, hepatic-like"
476,Day1,black,MF,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",GO:0016810,LOC111134562, deacetylase Oant_2987-like
477,Day1,black,MF,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",GO:0016810,LOC111135347, guanidinobutyrase-like
480,Day1,black,MF,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",GO:0016810,LOC111129832, isoaspartyl peptidase/L-asparaginase-like
481,Day1,black,MF,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",GO:0016810,LOC111112489, peptidoglycan recognition protein-like
482,Day1,black,MF,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",GO:0016810,LOC111116750, peptidoglycan-recognition protein SC2-like
483,Day1,black,MF,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",GO:0016810,LOC111101087, peptidoglycan-recognition protein SC2-like
484,Day1,black,MF,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",GO:0016810,LOC111101290, peptidoglycan-recognition protein SC2-like
485,Day1,black,MF,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",GO:0016810,LOC111122365, probable histone deacetylase 1-B
487,Day1,black,MF,"hydrolase activity, acting on glycosyl bonds",GO:0016798,LOC111119838, acidic mammalian chitinase-like
488,Day1,black,MF,"hydrolase activity, acting on glycosyl bonds",GO:0016798,LOC111125097, alpha-N-acetylgalactosaminidase-like
489,Day1,black,MF,"hydrolase activity, acting on glycosyl bonds",GO:0016798,LOC111137925, anti-sigma-I factor RsgI6-like
490,Day1,black,MF,"hydrolase activity, acting on glycosyl bonds",GO:0016798,LOC111134019, endoglucanase 2-like
491,Day1,black,MF,"hydrolase activity, acting on glycosyl bonds",GO:0016798,LOC111132618, endoglucanase E-4-like
492,Day1,black,MF,"hydrolase activity, acting on glycosyl bonds",GO:0016798,LOC111127898, endonuclease 8-like 1
493,Day1,black,MF,"hydrolase activity, acting on glycosyl bonds",GO:0016798,LOC111128622, endonuclease 8-like 1
494,Day1,black,MF,"hydrolase activity, acting on glycosyl bonds",GO:0016798,LOC111136395, lactase-phlorizin hydrolase-like
495,Day1,black,MF,"hydrolase activity, acting on glycosyl bonds",GO:0016798,LOC111136394, lactase-phlorizin hydrolase-like
496,Day1,black,MF,"hydrolase activity, acting on glycosyl bonds",GO:0016798,LOC111119850, lysosomal alpha-mannosidase-like
497,Day1,black,MF,"hydrolase activity, acting on glycosyl bonds",GO:0016798,LOC111100849, lysozyme 3
498,Day1,black,MF,"hydrolase activity, acting on glycosyl bonds",GO:0016798,LOC111101237, putative 2'-deoxynucleoside 5'-phosphate N-hydrolase 1
499,Day1,black,MF,"hydrolase activity, acting on glycosyl bonds",GO:0016798,LOC111100790, uncharacterized
500,Day1,black,MF,"hydrolase activity, acting on glycosyl bonds",GO:0016798,LOC111132482, uncharacterized
503,Day1,black,MF,"hydrolase activity, acting on glycosyl bonds",GO:0016798,LOC111132340, uncharacterized
504,Day1,black,MF,nuclease activity,GO:0004518,LOC111135801, DNA repair protein complementing XP-G cells homolog
506,Day1,black,MF,nuclease activity,GO:0004518,LOC111108438, DNA-(apurinic or apyrimidinic site) lyase 2-like
507,Day1,black,MF,nuclease activity,GO:0004518,LOC111129239, aprataxin and PNK-like factor
510,Day1,black,MF,nuclease activity,GO:0004518,LOC111136704, aprataxin-like
512,Day1,black,MF,nuclease activity,GO:0004518,LOC111109972, deoxyribonuclease-1-like
513,Day1,black,MF,nuclease activity,GO:0004518,LOC111125975, deoxyribonuclease-2-alpha-like
516,Day1,black,MF,nuclease activity,GO:0004518,LOC111131407, poly(U)-specific endoribonuclease-like
517,Day1,black,MF,nuclease activity,GO:0004518,LOC111120003, ribonuclease H1-like
520,Day1,black,MF,nuclease activity,GO:0004518,LOC111130657, ribonuclease Oy-like
521,Day1,black,MF,nuclease activity,GO:0004518,LOC111131106, ribonuclease Oy-like
523,Day1,black,MF,nuclease activity,GO:0004518,LOC111131492, ribonuclease P/MRP protein subunit POP5-like
524,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111129109, 15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like
525,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111126079, 3-oxoacyl-[acyl-carrier-protein] reductase FabG-like
526,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111122876, DBH-like monooxygenase protein 1
527,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111129138, ERO1-like protein beta
528,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111100365, FAD-linked oxidoreductase easE-like
529,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111127200, NADPH-dependent diflavin oxidoreductase 1-like
531,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111117798, Rieske domain-containing protein-like
532,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111130593, WD repeat-containing protein 93-like
533,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111130419," aldehyde dehydrogenase, mitochondrial-like"
534,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111119097," alternative oxidase, mitochondrial-like"
536,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111134248, catalase-like
537,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111134249, catalase-like
538,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111100601, cytochrome P450 26A1-like
539,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111138426, cytochrome P450 4X1-like
540,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111132762," cytochrome c oxidase subunit 6A2, mitochondrial-like"
541,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111119483, dihydropyrimidine dehydrogenase [NADP(+)]-like
542,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111128450, dimethylaniline monooxygenase [N-oxide-forming] 2-like
549,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111132492, dimethylaniline monooxygenase [N-oxide-forming] 5-like
551,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111129275, egl nine homolog 3-like
553,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111136253, fatty acid hydroxylase domain-containing protein 2-like
554,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111111509, fatty acyl-CoA reductase 1-like
555,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111120554, glutathione peroxidase-like
556,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111137147, glutathione peroxidase-like
557,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111125218, glyoxylate reductase/hydroxypyruvate reductase-like
558,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111118201," hydroxyacyl-coenzyme A dehydrogenase, mitochondrial-like"
559,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111109973," isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial-like"
568,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111134060, myo-inositol 2-dehydrogenase-like
569,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111122441, octopine dehydrogenase-like
570,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111119349, peptide methionine sulfoxide reductase MsrA-like
574,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111099737, peptide methionine sulfoxide reductase MsrB-like
580,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111107606, peroxisomal sarcosine oxidase-like
582,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111103021, phenylalanine-4-hydroxylase-like
584,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111128451, phylloquinone omega-hydroxylase CYP4F2-like
585,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111129707, probable peptidylglycine alpha-hydroxylating monooxygenase 1
588,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111137077, pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2-like
589,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111101286," short/branched chain specific acyl-CoA dehydrogenase, mitochondrial-like"
590,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111104054, sorbitol dehydrogenase-like
591,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111133902, sorbitol dehydrogenase-like
592,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111131167," steroid 17-alpha-hydroxylase/17,20 lyase-like"
595,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111101478, uncharacterized
596,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111126371, uncharacterized oxidoreductase TM_0325-like
597,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111117303, uncharacterized oxidoreductase YxjF-like
600,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111136587, xanthine dehydrogenase-like
601,Day1,black,MF,oxidoreductase activity,GO:0016491,LOC111131269, xanthine dehydrogenase/oxidase-like
603,Day1,black,MF,peptidase activity,GO:0008233,LOC111099185, A disintegrin and metalloproteinase with thrombospondin motifs 4-like
604,Day1,black,MF,peptidase activity,GO:0008233,LOC111125153, A disintegrin and metalloproteinase with thrombospondin motifs 6-like
611,Day1,black,MF,peptidase activity,GO:0008233,LOC111119304, CUB and peptidase domain-containing protein 2-like
613,Day1,black,MF,peptidase activity,GO:0008233,LOC111121379, MAM and LDL-receptor class A domain-containing protein 1-like
614,Day1,black,MF,peptidase activity,GO:0008233,LOC111120720, MAM and LDL-receptor class A domain-containing protein 1-like
616,Day1,black,MF,peptidase activity,GO:0008233,LOC111114569, archaemetzincin-2-like
617,Day1,black,MF,peptidase activity,GO:0008233,LOC111115047, blastula protease 10-like
618,Day1,black,MF,peptidase activity,GO:0008233,LOC111133596, bleomycin hydrolase-like
619,Day1,black,MF,peptidase activity,GO:0008233,LOC111130487, calpain-B-like
642,Day1,black,MF,peptidase activity,GO:0008233,LOC111113586, carboxypeptidase A1-like
643,Day1,black,MF,peptidase activity,GO:0008233,LOC111137258, carboxypeptidase B-like
644,Day1,black,MF,peptidase activity,GO:0008233,LOC111134946, carboxypeptidase B-like
646,Day1,black,MF,peptidase activity,GO:0008233,LOC111134706, carboxypeptidase D-like
647,Day1,black,MF,peptidase activity,GO:0008233,LOC111136833, caspase-6-like
649,Day1,black,MF,peptidase activity,GO:0008233,LOC111115463, caspase-7-like
650,Day1,black,MF,peptidase activity,GO:0008233,LOC111138065, cathepsin L-like
655,Day1,black,MF,peptidase activity,GO:0008233,LOC111113025, cathepsin L1-like
657,Day1,black,MF,peptidase activity,GO:0008233,LOC111113028, cathepsin L1-like
658,Day1,black,MF,peptidase activity,GO:0008233,LOC111134083, cyanophycinase-like
659,Day1,black,MF,peptidase activity,GO:0008233,LOC111107171, dipeptidyl peptidase 1-like
661,Day1,black,MF,peptidase activity,GO:0008233,LOC111112332, disintegrin and metalloproteinase domain-containing protein 10-like
662,Day1,black,MF,peptidase activity,GO:0008233,LOC111137063, endothelin-converting enzyme homolog
663,Day1,black,MF,peptidase activity,GO:0008233,LOC111133529, lysosomal aspartic protease-like
665,Day1,black,MF,peptidase activity,GO:0008233,LOC111128175," methionine aminopeptidase 1D, mitochondrial-like"
666,Day1,black,MF,peptidase activity,GO:0008233,LOC111137065, neprilysin-like
668,Day1,black,MF,peptidase activity,GO:0008233,LOC111137224, neprilysin-like
670,Day1,black,MF,peptidase activity,GO:0008233,LOC111128901, neuroendocrine convertase 1-like
671,Day1,black,MF,peptidase activity,GO:0008233,LOC111113166, neurogenic locus notch homolog protein 1-like
674,Day1,black,MF,peptidase activity,GO:0008233,LOC111134238, puromycin-sensitive aminopeptidase-like
675,Day1,black,MF,peptidase activity,GO:0008233,LOC111101605, putative aminopeptidase W07G4.4
676,Day1,black,MF,peptidase activity,GO:0008233,LOC111119920, suppressor of tumorigenicity 14 protein homolog
677,Day1,black,MF,peptidase activity,GO:0008233,LOC111111308, transmembrane protease serine 3-like
678,Day1,black,MF,peptidase activity,GO:0008233,LOC111120189, transmembrane protease serine 9-like
679,Day1,black,MF,peptidase activity,GO:0008233,LOC111120583, trypsin-1-like
680,Day1,black,MF,peptidase activity,GO:0008233,LOC111113113, tryptase-2-like
682,Day1,black,MF,peptidase activity,GO:0008233,LOC111108262, ubiquitin carboxyl-terminal hydrolase 48-like
684,Day1,black,MF,peptidase activity,GO:0008233,LOC111132440, uncharacterized
685,Day1,black,MF,peptidase activity,GO:0008233,LOC111138099, uncharacterized
686,Day1,black,MF,peptidase activity,GO:0008233,LOC111115786, uncharacterized
687,Day1,black,MF,peptidase activity,GO:0008233,LOC111129849, uncharacterized
689,Day1,black,MF,peptidase activity,GO:0008233,LOC111102480, uncharacterized
691,Day1,black,MF,structural constituent of ribosome,GO:0003735,LOC111099983," 28S ribosomal protein S35, mitochondrial-like"
692,Day1,black,MF,structural constituent of ribosome,GO:0003735,LOC111118248, 40S ribosomal protein S12-like
693,Day1,black,MF,structural constituent of ribosome,GO:0003735,LOC111107317, 40S ribosomal protein S23
694,Day1,black,MF,structural constituent of ribosome,GO:0003735,LOC111115985, 40S ribosomal protein S27-like
695,Day1,black,MF,structural constituent of ribosome,GO:0003735,LOC111126078, 40S ribosomal protein S3
696,Day1,black,MF,structural constituent of ribosome,GO:0003735,LOC111126482, 40S ribosomal protein S3
697,Day1,black,MF,structural constituent of ribosome,GO:0003735,LOC111130218, 40S ribosomal protein S6-like
698,Day1,black,MF,structural constituent of ribosome,GO:0003735,LOC111118983, 40S ribosomal protein S7-like
699,Day1,black,MF,structural constituent of ribosome,GO:0003735,LOC111119970, 60S ribosomal protein L10-like
700,Day1,black,MF,structural constituent of ribosome,GO:0003735,LOC111103170, 60S ribosomal protein L13a-like
701,Day1,black,MF,structural constituent of ribosome,GO:0003735,LOC111128745, 60S ribosomal protein L17-like
702,Day1,black,MF,structural constituent of ribosome,GO:0003735,LOC111128694, 60S ribosomal protein L17-like
703,Day1,black,MF,structural constituent of ribosome,GO:0003735,LOC111106383, 60S ribosomal protein L18a-like
704,Day1,black,MF,structural constituent of ribosome,GO:0003735,LOC111114610, 60S ribosomal protein L37a
705,Day1,black,MF,structural constituent of ribosome,GO:0003735,LOC111105616, 60S ribosomal protein L44-like
707,Day1,black,MF,structural constituent of ribosome,GO:0003735,LOC111120619, probable 60S ribosomal protein L37-A
708,Day1,black,MF,structural constituent of ribosome,GO:0003735,LOC111125126, uncharacterized
709,Day1,blue,BP,biosynthetic process,GO:0009058,LOC111110551," 1,4-alpha-glucan-branching enzyme-like"
711,Day1,blue,BP,biosynthetic process,GO:0009058,LOC111099490, 5'-nucleotidase-like
713,Day1,blue,BP,biosynthetic process,GO:0009058,LOC111108307," 5-aminolevulinate synthase, nonspecific, mitochondrial-like"
718,Day1,blue,BP,biosynthetic process,GO:0009058,LOC111102414," ATP synthase F(0) complex subunit B1, mitochondrial-like"
719,Day1,blue,BP,biosynthetic process,GO:0009058,LOC111130549," ATP synthase subunit alpha, mitochondrial-like"
720,Day1,blue,BP,biosynthetic process,GO:0009058,LOC111114597," ATP synthase subunit beta, mitochondrial"
721,Day1,blue,BP,biosynthetic process,GO:0009058,LOC111123124," ATP synthase subunit g, mitochondrial-like"
722,Day1,blue,BP,biosynthetic process,GO:0009058,LOC111106127," ATP synthase subunit gamma, mitochondrial-like"
723,Day1,blue,BP,biosynthetic process,GO:0009058,LOC111124867, ATP-dependent 6-phosphofructokinase-like
725,Day1,blue,BP,biosynthetic process,GO:0009058,LOC111102916, C-Myc-binding protein-like
726,Day1,blue,BP,biosynthetic process,GO:0009058,LOC111101883, CCR4-NOT transcription complex subunit 2-like
732,Day1,blue,BP,biosynthetic process,GO:0009058,LOC111114474, D-3-phosphoglycerate dehydrogenase-like
733,Day1,blue,BP,biosynthetic process,GO:0009058,LOC111103398, DNA helicase B-like
735,Day1,blue,BP,biosynthetic process,GO:0009058,LOC111121647, DNA ligase 4-like
736,Day1,blue,BP,biosynthetic process,GO:0009058,LOC111137485, DNA polymerase alpha catalytic subunit-like
737,Day1,blue,BP,biosynthetic process,GO:0009058,LOC111130057, DNA polymerase alpha subunit B-like
